match id,team1,team1_id,team1_roster_ids,team2,team2_id,team2_roster_ids,winner,winner_id,toss winner,toss decision,venue,city,match_dt,lighting,series_name,season,ground_id,team_count_50runs_last15,team_winp_last5,team1only_avg_runs_last15,team1_winp_team2_last15,ground_avg_runs_last15,year,month,day,team1_top4_avg,team2_top4_avg,team1_top4_bats,team2_top4_bats,team1_top4_eco,team2_top4_eco,team1_bot4_eco,team2_bot4_eco,team1_top2_wck,team2_top2_wck,team1_avg_top4_ag,team2_avg_top4_ag,team1_eco_bot4_ag,team2_eco_bot4_ag,team1_eco_top4_ag,team2_eco_top4_ag,team1_wck_top2_ag,team2_wck_top2_ag,team1_avg_top4_ve,team2_avg_top4_ve,team1_eco_top4_ve,team2_eco_top4_ve,team1_eco_bot4_ve,team2_eco_bot4_ve,team1_wck_top2_ve,team2_wck_top2_ve,team1_count_rel_bats,team2_count_rel_bats,team1_count_rel_bowl,team2_count_rel_bowl,team1_avg_top4_in,team2_avg_top4_in,team1_eco_top4_in,team2_eco_top4_in,team1_eco_bot4_in,team2_eco_bot4_in,team1_wck_top2_in,team2_wck_top2_in,team1_count_bat_form,team2_count_bat_form,team1_last5_avg,team2_last5_avg,team1_last5_eco_top,team2_last5_eco_top,team1_last5_eco_bot,team2_last5_eco_bot,team1_count_bowl_form,team2_count_bowl_form,team_ratio_avg,team_ratio_bats,team_ratio_eco_top,team_ratio_eco_bot,team_ratio_wck,team_ratio_avg_ag,team_ratio_avg_ve,team_ratio_avg_in,team_ratio_eco_top_ag,team_ratio_eco_top_ve,team_ratio_eco_top_in,team_ratio_eco_bot_ag,team_ratio_eco_bot_ve,team_ratio_eco_bot_in,team_ratio_wck_top_ag,team_ratio_wck_top_ve,team_ratio_wck_top_in,team_ratio_rel_bats,team_ratio_rel_bowl,team_ratio_bat_form,team_ratio_bowl_form,team_ratio_last5_avg,team_ratio_last5_eco_top,team_ratio_last5_eco_bot
9516415,75,30435,238727.0:5043310.0:7537004.0:3125562.0:8191868.0:8713270.0:6249256.0:4171859.0:8227974.0:230775.0:1907352.0:8118914.0,15,30414,2653993.0:7422673.0:1945425.0:5001170.0:232000.0:1642738.0:196580.0:2294823.0:3519011.0:2658445.0:5757884.0:3130840.0,1,30414,16,1,117,74,2023-04-08,2,35,3,5004,0.7894736842105263,1.0,161.73333333333332,33.33,164.46666666666667,2023,4,8,28.430657679738562,32.99702380952381,126.93986519607844,123.10424603174604,8.606562499999999,8.313515037593985,10.715590277777777,11.650744047619048,1.0069444444444444,1.4107142857142856,21.25,35.25,10.00625,9.3325,7.07375,7.35375,1.0,1.75,31.69166666666667,38.229166666666664,8.318708333333333,7.796875,10.83,10.0,1.125,1.0,4,5,0,1,27.625,29.86607142857143,9.045833333333334,7.985833333333333,11.310583333333334,10.1275,1.1,1.1666666666666665,1,3,16.5,32.5,5.02,6.84,9.5,10.5,6,2,-4.566366129785248,3.8356191643323996,0.29304746240601354,-0.9351537698412713,-0.40376984126984117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,-2,4,-16.0,-1.8200000000000003,-1.0
9592470,75,30435,5043310.0:238727.0:7537004.0:3125562.0:8191868.0:6249256.0:8058924.0:2022957.0:8227974.0:230775.0:1907352.0:8442286.0,64,48334,2436405.0:6698110.0:3299407.0:2275097.0:8058903.0:4230127.0:3479860.0:2970652.0:8228100.0:5554142.0:7924048.0:7491385.0,0,30435,72,0,58,28,2023-05-24,2,35,3,2050,1.3333333333333333,1.975609756097561,177.86666666666667,0.0,159.10714285714286,2023,5,24,28.531147875816995,24.663690476190478,126.93986519607844,132.07175,8.821145833333333,6.337833333333334,9.492534722222222,10.538809523809523,1.0069444444444444,1.8777777777777778,23.0,19.6875,8.285416666666666,8.569375,7.39625,6.889166666666667,1.0,2.25,28.0,23.5,5.625,8.0,9.25,10.5625,1.0,2.75,5,2,0,2,27.625,17.696527777777778,8.2125,7.887152777777778,9.825,11.451666666666666,1.0,1.8888888888888888,1,2,18.25,42.25,6.0825,5.0425,7.375,9.3125,6,5,3.8674573996265167,-5.131884803921565,2.4833124999999985,-1.0462748015873,-0.8708333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,-2,-1,1,-24.0,1.0399999999999991,-1.9375
9128510,58,30400,5959834.0:37351.0:4497646.0:1613919.0:4231702.0:1663885.0:1934099.0:3429236.0:8779896.0:2632825.0:7758638.0,113,36014,7491294.0:1945355.0:3127354.0:4203499.0:4230127.0:2642751.0:3693654.0:4874820.0:2282125.0:5618038.0:8725709.0,1,36014,113,1,9,74,2022-04-15,2,35,1,2764,1.7142857142857142,1.4878048780487805,148.86666666666667,100.0,183.625,2022,4,15,25.755244755244753,25.453282828282827,121.96888111888111,111.60496212121213,7.43125496031746,8.724582336523126,12.622708333333334,10.364642857142858,1.0555555555555556,1.3583333333333334,27.375,27.4375,10.679375,10.48,8.858333333333334,8.38375,1.625,1.875,36.625,36.375,9.598333333333333,8.34375,13.083333333333332,10.38625,1.3333333333333333,2.0,4,5,2,0,23.275,26.34478021978022,7.187742063492063,8.483363095238095,13.146875,10.208416666666666,1.0555555555555556,1.4583333333333333,3,2,61.5,26.5,6.52,4.4375,10.4175,9.067499999999999,4,5,0.30196192696192625,10.36391899766899,-1.2933273762056654,2.2580654761904757,-0.3027777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,2,1,-1,35.0,2.0824999999999996,1.3500000000000014
9085222,64,8301,4873028.0:6176246.0:3218291.0:3643870.0:2658431.0:4887336.0:6003584.0:7651657.0:8845850.0:5554142.0:5528116.0,81,8987,4003390.0:1749075.0:3651472.0:5516720.0:125915.0:34061.0:130437.0:6019306.0:4420828.0:2083157.0:2295642.0,0,8301,60,0,111,83,2022-06-21,1,79,1,251,0.9090909090909092,2.9047619047619047,157.0,33.33,146.82142857142858,2022,6,21,23.297831253713603,21.89236111111111,113.7501893939394,123.26092261904763,7.916041666666667,8.05269607843137,10.70790909090909,9.291666666666668,1.4083333333333332,1.46875,21.941666666666666,22.13392857142857,9.570666666666666,9.4525,8.229416666666665,7.523601190476191,1.9166666666666665,1.75,32.0,25.11111111111111,6.6375,8.3395625,7.3875,9.320625,3.0,1.75,4,3,1,0,24.345138888888886,24.79090909090909,8.129940476190477,7.962765151515152,9.446770833333332,8.779015151515152,1.4305555555555556,1.5833333333333335,4,4,32.5,45.0,7.0,8.73,11.0,12.085,2,1,1.4054701426024927,-9.51073322510824,-0.13665441176470416,1.416242424242423,-0.060416666666666785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,-12.5,-1.7300000000000004,-1.0850000000000009
9085320,141,10618,6718326.0:1762060.0:3294444.0:2157770.0:6381962.0:6460614.0:5367676.0:5361166.0:8050160.0:7804677.0:4527942.0,81,8917,6374878.0:2286472.0:2158869.0:4645304.0:2858904.0:2486896.0:3636821.0:3648203.0:164604.0:2087700.0:2082387.0,0,10618,81,1,24,81,2022-06-24,1,79,1,1637,0.6666666666666666,1.0,157.6,100.0,172.6818181818182,2022,6,24,28.318975468975474,26.394841269841272,116.31017965367965,119.82807936507936,8.352,8.155710784313726,10.914967532467532,10.126681547619048,1.3928571428571428,1.4439775910364148,33.5625,19.0,8.978958333333333,10.30375,7.083333333333333,7.19875,2.5,3.0,40.75,26.738888888888887,7.0,8.217380952380953,9.625,10.57526388888889,2.5,1.4861111111111112,5,4,0,0,30.6,23.25,8.17993686868687,8.176160714285714,11.039469696969697,10.861823863636364,1.2613636363636362,1.4732142857142856,2,5,45.0,30.25,6.5,6.5,9.3125,13.0,3,3,1.9241341991342011,-3.517899711399707,0.19628921568627433,0.7882859848484838,-0.05112044817927197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,-3,0,14.75,0.0,-3.6875
9516632,103,30393,1776627.0:313809.0:7861524.0:2275195.0:7586970.0:210328.0:5972868.0:5490666.0:212029.0:6586824.0:2018001.0:2733380.0,64,48334,2436405.0:8058903.0:3299407.0:3479860.0:2275097.0:4230127.0:2970652.0:8228100.0:217762.0:5554142.0:2954769.0:7491385.0,0,30393,101,0,13,69,2023-05-01,2,35,3,23498,1.125,1.4878048780487805,184.53333333333333,100.0,146.45,2023,5,1,28.248376623376622,31.77619047619048,126.60648809523809,109.55828571428572,8.258392857142857,6.610888888888889,9.00889880952381,10.538809523809523,1.4583333333333335,1.85,21.375,26.125,6.93375,8.5625,4.43375,6.375,2.25,2.5,25.0,27.854166666666668,4.25,5.855416666666667,5.805,7.943125,2.0,1.5,3,3,1,1,29.604166666666664,23.3375,7.5921022727272724,7.277777777777779,8.66689393939394,11.451666666666666,1.5833333333333335,2.083333333333333,5,2,52.25,43.5,5.1875,5.0425,10.6875,8.8125,6,4,-3.527813852813857,17.048202380952375,1.647503968253968,-1.5299107142857125,-0.3916666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,2,8.75,0.14499999999999957,1.875
9272689,122,33956,7869987.0:1870357.0:3535783.0:41740.0:3063696.0:34061.0:8146998.0:4756982.0:2790675.0:49496.0:8355808.0,2,33914,4239038.0:3710090.0:2285051.0:3681957.0:387778.0:8415854.0:7455818.0:2286388.0:6718844.0:5863290.0:3890998.0,0,33956,2,1,47,32,2023-01-17,2,11,2,11206,1.4444444444444444,4.809523809523809,157.8,75.0,151.5,2023,1,17,34.39320175438597,25.008852258852258,117.403225877193,124.8414065934066,7.0926988436400205,7.824285714285715,8.833166666666665,9.47579763986014,1.656862745098039,1.1293706293706294,66.25,16.875,9.617916666666666,11.145833333333334,7.979166666666666,8.802083333333334,1.5,1.5,49.375,27.75,7.03125,9.3125,7.9375,11.75,2.25,1.5,5,2,2,1,35.232692307692304,30.82142857142857,6.70203373015873,8.699702380952381,8.732617424242424,10.101392857142857,1.8333333333333335,1.2380952380952381,4,4,50.5,27.75,5.7925,5.6025,9.6025,8.3525,4,3,9.384349495533712,-7.438180716213608,-0.7315868706456943,-0.6426309731934747,0.5274921157274097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0,1,22.75,0.1900000000000004,1.25
9639125,5,293,6818622.0:5554212.0:6450576.0:181404.0:3668356.0:5736016.0:5554282.0:5554254.0:6818776.0:6819238.0:6817628.0,9,188,3758565.0:6551978.0:4403419.0:6930230.0:393014.0:8127321.0:4403454.0:6486416.0:2316327.0:2436356.0:3769555.0,1,188,9,1,99,104,2023-07-16,1,6,3,10961,0.4666666666666667,0.3442622950819672,152.6,50.0,162.4090909090909,2023,7,16,19.926754385964912,21.50892857142857,104.53192543859649,124.81692708333333,6.746645658263306,7.718815934065934,9.689488095238096,9.162661172161172,1.1507936507936507,1.3807692307692307,23.208333333333332,27.666666666666664,8.92125,6.871666666666666,5.610833333333333,5.45875,1.5,1.8333333333333335,20.75,17.0,5.9375,5.9175,8.2125,7.48,2.0,2.5,2,3,4,2,19.76590909090909,20.06666666666667,6.665,8.5175,9.456865079365079,9.774166666666666,1.2222222222222223,1.4166666666666665,4,2,43.75,24.0,5.4375,6.375,9.65,10.195,4,4,-1.582174185463657,-20.285001644736838,-0.972170275802628,0.5268269230769231,-0.22997557997558005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,2,2,0,19.75,-0.9375,-0.5449999999999999
9433696,36,7258,4489974.0:6065548.0:5406064.0:6364588.0:5788320.0:5436878.0:7671306.0:3030733.0:8044490.0:7688848.0:6258734.0,41,7727,4223883.0:2076192.0:8822729.0:5241564.0:2020332.0:3162487.0:1482249.0:1482998.0:2173688.0:5788418.0:8833075.0,1,7727,42,1,107,101,2023-06-23,1,79,3,8301,1.0666666666666669,1.0,186.2,25.0,146.2,2023,6,23,27.055556535855448,28.838852813852814,119.74730422430831,113.51395652958152,8.82651397515528,7.174099206349206,9.5933170995671,9.931902777777779,1.4017857142857144,1.8464285714285715,36.5,37.5,10.26125,9.802083333333334,9.5875,7.680416666666667,2.0,2.5,45.0,37.06944444444444,10.7725,6.708354166666666,12.055,9.159340277777778,2.0,1.95,5,3,0,2,27.59285714285714,39.779761904761905,9.252719780219781,6.708630952380952,10.255892857142857,9.722142857142856,1.577922077922078,2.375,2,3,29.25,30.25,6.52,5.5625,8.6875,11.6875,2,3,-1.7832962779973656,6.233347694726788,1.6524147688060733,-0.33858567821067886,-0.4446428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,-2,-1,-1,-1.0,0.9574999999999996,-3.0
9657059,102,1350,8058805.0:8089192.0:8089276.0:8058812.0:8964668.0:8913876.0:8058798.0:8089206.0:8964710.0:8058840.0:8913897.0,127,251,1634709.0:3719197.0:9663968.0:7906968.0:5120674.0:8246440.0:8246419.0:8964843.0:182986.0:7753549.0:2943443.0,1,251,100,0,37,76,2023-06-11,0,70,3,4913,0.3333333333333333,0.0123456790123456,0.0,0.0,132.0,2023,6,11,9.25,21.319444444444446,54.24583333333334,115.99944444444445,7.741249999999999,5.684948717948718,9.5225,6.272833333333334,0.8333333333333333,1.65,9.25,25.25,9.5225,4.552499999999999,7.741249999999999,2.38125,0.8333333333333333,3.0,11.125,19.549107142857142,7.8774999999999995,4.9435625000000005,9.65875,6.449895833333334,1.0,1.7083333333333335,0,2,2,7,9.625,20.93253968253968,10.28375,5.271706349206348,10.28375,7.38675,0.5,1.8285714285714287,0,2,13.0,19.75,8.004999999999999,4.0625,11.379999999999999,8.3225,2,5,-12.069444444444446,-61.75361111111111,2.0563012820512814,3.249666666666667,-0.8166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,-5,-2,-3,-6.75,3.942499999999999,3.057499999999999
